CaseID,caseid2023,caseid2022,weight_pop,panel_weight_pop,L0_a,L0_b,L0_c,L0_d,L0_e,L0B_a,L0B_b,L0B_c,L0C,L0E,B2,B3,B3A_a,B3A_b,B3A_c,B3A_d,B3A_e,B3B_a,B3B_b,B3B_c,B3B_d,B3B_e,B7_a,B7_b,X11_none,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,X13,CG0,CG1A,CG2,CG7_a,CG7_b,CG7_c,CG7_d,CG7_e,CG7_f,CG7_g,CG9,CG8,CG3,CG4,CG5_a,CG5_b,CG5_c,CG5_d,CG5_e,CG5_f,CG6,D1A,D4,D48,D3B,D1E,D22_a,D22_b,D22_c,D22_d,D22_e,D22_f,D22_g,D22_h,D22_i,D3A,D3E,D28_a,D28_b,D30,D47,D34A,D36B,D44_f,D44_a,D44_b,D44_c,D44_d,D44_e,D37A,D38_a,D38_b,D38_c,D38_d,D38_f,D39,D1B,D5,D49,D41_a,D41_b,D41_c,D41_d,D41_e,D41_f,D41_g,D41_h,D41_i,GE2A,GE12_a,GE12_b,GE12_c,GE2B,GE1A,GE1B,GE1C,GE1D,GE1E_a,GE1E_b,GE1E_c,GE1E_d,GE1E_e,GE61,GE20C,GE62_a,GE62_b,GE62_c,GE62_d,GE62_e,GE62_f,GH1,GH12,GH12A,GH13_a,GH13_b,GH13_c,GH13_d,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,GH2,R4,R5B_a,R5B_b,R5B_c,R5B_d,R5C_a,R5C_b,R5C_c,R5C_d,R3,R11,M4,GH3_a,GH3_b,GH3_c,GH3_d,GH3_e,ND0,ND1_a,ND1_b,ND1_c,ND1_d,ND1_e,ND2,ND4_a,ND4_b,ND4_c,BK1,BK2_a,BK2_b,BK2_c,BK2_d,BK2_e,BK2_f,BK47_a,BK47_b,BK48,BK49A,BK49B,BK50,BK51,BK52_a,BK52_b,BK52_c,BK52_d,BK52_e,BK52_f,BK52_g,BK52_h,A6,A0,A7_a,A7_b,A7_c,A7_d,A7_e,A7_f,A0B,A1_a,A1_b,A1_c,A8_a,A8_b,A8_c,A8_d,A8_e,A8_f,A2,C2A,C3P,C4A,BNPL1,BNPL3,BNPL3A,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,BNPL4_g,S16_a,S16_b,S16_c,S18,S21,ED0,D1G,ED0B,ED0D,ED1,SL1,SL3,SL4A,SL4,SL6,SL7,SL8_a,SL8_b,SL8_c,SL8_d,SL8_e,SL10A,SL11,SL13,D1I,K0,K8B,K9_a,K9_b,K9_c,K9_d,K9_e,K9_f,K14_a,K14_b,K15_a,K15_b,K15_c,K15_d,K15_e,K21_a,K21_b,K21_c,K21_d,K21_e,K21_f,DC4,K5A_a,K5A_b,K5A_c,I0_a,I0_b,I0_c,I0_d,I0_e,I0_f,I40,I41_a,I41_b,I41_c,I41_d,I41_e,I9,I12,I20,I21_a,I21_b,INF4,INF3_a,INF3_b,INF3_c,INF3_d,INF3_e,INF3_f,INF3_g,EF1,EF2,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,EF5C,EF6C_a,EF6C_b,EF6C_c,EF6C_d,EF7,B0_a,B0_b,B0_c,B1_a,B1_b,FD3,E8_a,E8_b,E8_c,E1_a,E1_b,E1_c,E1_d,E1_e,E2,E2A,E2B,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,CH2A,ppage,ppagecat,ppagect4,ppeduc5,ppeducat,ppemploy,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppkid017,ppt18ov,ppcm0160,ind1,ppcm1301,UNION100,pph10001,ppfs0001,ppfs0596,ppfs1482,pphi0001,ppracem,pphispan,pppa_lgb,ppp20197,pphi0018,pph12003,pph12004,pph12005,pph12006,pph12007,pphhsize5,race_5cat,inc_4cat_50k,educ_4cat,pay_casheqv,atleast_okay,control
5944,,,18520.9169,,Yes,Yes,No,No,No,,,,3,0 to 2 years old,Living comfortably,Somewhat worse off,No,Yes,Yes,No,No,,,,,,Good,Good,No,,,,,,,,,Yes,40 hours or more,391.0,No,No,No,No,No,No,Yes,,,My spouse/partner and I equally share caretaking responsibilities,No,,,,,,,,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Sometimes,Often,Normally work the same hours,No,Some,Somewhat likely,No,Yes,No,Yes,No,No,,,,,,,,Somewhat confident,Yes,Yes,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,780.0,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,Much lower,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,Master’s degree,No,,,Engineering,No,,,,,Yes,No,No,No,No,Yes,Yes,No,,No,Yes,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,Very comfortable,No,No,No,Yes,No,No,No,No,No,"$200,000 or more",No,No,No,No,No,Occasionally varies from month to month,No,Less than your income,Increased,Increased,Somewhat worse,No,Yes,Yes,No,No,No,No,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very little,Very little,Very little,Often,Never,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Graduate degree,39,35-44,30–44,Master’s degree or higher,Bachelor's degree or higher,Working full-time,Hispanic,Male,4,A one-family house detached from any other house,"$150,000 or more",Now married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,mi,2,2,Architecture and Engineering,"Professional, Scientific, Technical, and Business Services",Private-for-profit company,No,Excellent,Another household member and I share in the decisions,,Excellent,More English than Spanish,White,"Yes, Other","Straight, that is, not gay",Yes,15.0,No,No,No,No,No,4,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,Yes,
5966,6024.0,,24667.4049,36010.2122,Yes,No,No,No,No,,,,,,Living comfortably,About the same,,,,,,,,,,,Excellent,Good,,Not a concern,Minor concern,Minor concern,Not a concern,Not a concern,Not a concern,Minor concern,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Always,Always,Normally work the same hours,No,,Not at all likely,No,No,No,No,No,No,,,,,,,,Very confident,No,,No,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,2000.0,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,No,No,No,,,Some college but no degree (including currently enrolled in college),No,,,Undeclared,No,,,,,No,,,,,,No,Yes,"$50,000 to $74,999",No,Yes,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Very comfortable,No,No,No,Yes,No,No,No,No,No,"$150,000 to $199,999",No,No,No,No,,Occasionally varies from month to month,No,Less than your income,Increased,About the same,Little or no effect,No,No,No,No,No,No,,Yes,,No,Yes,Yes,Yes,No,No,No,No,Yes,,,,,"$2,000 or more",Not at all,Not at all,Not at all,Always,Rarely,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Certificate or technical degree,56,55-64,45–59,Some college or Associate's degree,Some college or Associate's degree,Working full-time,Hispanic,Male,2,A one-family house detached from any other house,"$150,000 or more",Now married,Metro,West,Mountain,Owned or being bought by you or someone in your household,az,0,2,Transportation and Material Moving,"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",Government,Yes,Good,I make all or  most of the decisions,,Excellent,Only English,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,2,Hispanic,"$100,000 or more",Some college/technical or associates degree,No,Yes,Public
5970,,,20312.5499,,Yes,No,No,No,No,,,,,,Living comfortably,About the same,,,,,,,,,,,Good,Only fair,,Minor concern,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,,,,,,,,,,,,,,,No,,,,,,,,No,,,,No,No,,No,No,No,No,No,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Very confident,No,,No,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Neither own nor pay rent,,,,,,,,,,,,,,,2024,No,No,No,No,No,,,,,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,Bachelor’s degree,No,,,Engineering,No,,,,,Yes,No,No,Yes,No,No,No,No,,No,Yes,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Very comfortable,No,No,Yes,No,Yes,No,No,No,No,"Less than $5,000",No,No,No,No,,Roughly the same amount each month,,More than your income,About the same,About the same,Much better,No,No,No,No,No,No,,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very little,Not at all,Very little,Always,Rarely,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Bachelor’s degree,33,25-34,30–44,Bachelor's degree,Bachelor's degree or higher,Not working,Hispanic,Male,2,Building with 2 or more apartments,"$150,000 or more",Never married,Metro,South,West-South Central,Rented for cash,tx,0,2,Not asked,-2,Not asked,Not asked,Very good,I make all or  most of the decisions,,Excellent,Only English,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,2,Hispanic,"Less than $25,000",Bachelor's degree or more,Yes,Yes,Public
5972,,,31507.6977,,Yes,Yes,No,No,No,,,,2,0 to 2 years old,Doing okay,About the same,,,,,,,,,,,Poor,Poor,No,,,,,,,,,No,,,No,No,No,No,No,No,Yes,,,My spouse/partner and I equally share caretaking responsibilities,No,,,,,,,,No,,,,No,Yes,,Yes,Yes,Yes,No,No,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Not confident,No,,No,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Neither own nor pay rent,,,,,,,,,,,,,,,2024,"Yes, and I no longer own that home",,,,,No,No,No,No,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,Much lower,No,No,No,No,No,No,No,No,No,,No,No,,,,,,,,,,,,,,Somewhat confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,"Professional degree (e.g., MBA, MD, JD)",No,,,Other,No,,,,,No,,,,,,No,,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Mostly comfortable,No,No,No,No,No,No,No,No,No,"$20,000 to $24,999",No,No,No,No,No,Varies quite often from month to month,No,Less than your income,Decreased,Decreased,Much better,Yes,Yes,No,Yes,Yes,Yes,,No,No,No,No,Yes,No,No,No,No,No,No,Made partial payment or did not pay,Made partial payment or did not pay,Made partial payment or did not pay,Made partial payment or did not pay,"$1,000 to $1,999",Not at all,Not at all,Not at all,Always,Always,Often not enough to eat,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Graduate degree,29,25-34,18–29,Master’s degree or higher,Bachelor's degree or higher,Not working,Hispanic,Female,7,Building with 2 or more apartments,"$150,000 or more",Now married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,pa,4,3,Not asked,-2,Not asked,Not asked,Fair,Another household member makes all or most of the decisions,,Don’t know,Only English,White,"Yes, Puerto Rican","Straight, that is, not gay",Yes,, Yes,No, Yes,No,No,5,Hispanic,"Less than $25,000",Bachelor's degree or more,Yes,Yes,Private for-profit
5973,,,26147.9457,,Yes,Yes,No,Yes,No,,,,2,6 to 12,Doing okay,Somewhat worse off,No,Yes,Yes,No,No,,,,,,Only fair,Poor,No,,,,,,,,,No,,,Yes,No,No,No,No,No,No,Yes,20 to 39 hours,My spouse/partner and I equally share caretaking responsibilities,Yes,Yes,No,No,No,No,No,Daily,No,,,,No,No,,No,No,No,No,No,No,No,,,,,,,,,No,,,No,No,Yes,,,,,,,,Not working and not interested in working right now,No,,No,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,1300.0,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,No,,,,,,Much lower,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,did not use any of my credit cards so had no balances,Some of the time,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,No,,No,Yes,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,Not comfortable,No,No,No,Yes,No,No,No,No,No,"$100,000 to $149,999",No,No,No,No,No,Varies quite often from month to month,No,More than your income,About the same,Increased,Much worse,Yes,Yes,Yes,No,Yes,Yes,,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,$500 to $999,Somewhat,Somewhat,Somewhat,Rarely,Often,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Less than high school degree,44,35-44,30–44,Some college or Associate's degree,Some college or Associate's degree,Not working,Hispanic,Female,5,A one-family house detached from any other house,"$100,000 to $149,999",Now married,Metro,West,Mountain,Owned or being bought by you or someone in your household,az,2,3,Not asked,-2,Not asked,Not asked,Good,Another household member and I share in the decisions,,Excellent,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,5,Hispanic,"$100,000 or more",High school degree or GED,Yes,Yes,
5991,6058.0,7094.0,43701.9438,76046.3145,Yes,No,Yes,No,Yes,No,Yes,No,,,Living comfortably,Much better off,,,,,,Yes,Yes,Yes,Yes,No,Good,Good,No,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,Once per month,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Never,Sometimes,Normally work the same hours,No,,Very likely,No,Yes,No,No,No,No,,,,,,,,Very confident,Yes,Yes,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home free and clear (without a mortgage or loan),Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,Yes,No,No,Yes,No,No,No,,No,No,No,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,Yes,"$20,000 to $24,999",No,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Mostly comfortable,Yes,No,No,Yes,No,No,No,No,No,"$75,000 to $99,999",No,No,No,No,,Roughly the same amount each month,,More than your income,Increased,About the same,Little or no effect,Yes,Yes,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,"$1,000 to $1,999",Not at all,Not at all,Not at all,Always,Rarely,Enough of the kinds of food we wanted to eat,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Less than high school degree,49,45-54,45–59,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Male,2,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Now married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,pa,0,2,"Precision Production (such as machinist, welder, baker, printer, tailor)","Factory, Manufacturing, and Woodworking",Private-for-profit company,No,Good,I make all or  most of the decisions,,Good,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,40.0,No,No,No,No,No,2,Hispanic,"$50,000–$99,999",High school degree or GED,Yes,Yes,
5998,6070.0,39169.0,24895.6857,75746.4834,Yes,No,Yes,No,No,,,,,,Living comfortably,Much better off,,,,,,No,No,Yes,No,No,Excellent,Excellent,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Sometimes,Sometimes,Normally work the same hours,No,Some,Not that likely,No,No,Yes,No,No,No,,,,,,,,Very confident,No,,No,,No,No,No,No,No,No,Yes,No,,,,No,No,,,,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,Yes,No,No,No,No,No,Before 2023,,,,,,,,,,2200.0,No,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,Much higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,Bachelor’s degree,No,,,Law,No,,,,,No,,,,,,No,No,,No,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,Very comfortable,No,No,No,Yes,No,No,No,No,No,"$100,000 to $149,999",No,No,No,No,,Roughly the same amount each month,,The same as your income,About the same,About the same,Much better,Yes,Yes,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,Yes,,,,,$100 to $499,Very well,Very little,Very well,Often,Often,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,No,No,Bachelor’s degree,38,35-44,30–44,Bachelor's degree,Bachelor's degree or higher,Working full-time,Hispanic,Female,3,Building with 2 or more apartments,"$100,000 to $149,999",Now married,Metro,Northeast,Mid-Atlantic,Rented for cash,ny,1,2,Legal,Public Administration,Government,Yes,Excellent,I make all or  most of the decisions,,Excellent,Both Spanish and English equally,White,"Yes, Other","Straight, that is, not gay",Yes,38.0,No,No,No,No,No,3,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,Yes,Public
6004,,,27332.0142,,No,No,Yes,Yes,No,,,,,,Doing okay,About the same,,,,,,,,,,,Poor,Poor,,Not a concern,Major concern,Minor concern,Not a concern,Minor concern,Major concern,Not a concern,,,,,,,,,,,,,,,Yes,Yes,,,No,No,No,Daily,No,,,,Yes,No,,No,No,No,No,No,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Very confident,,,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,1000.0,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,Much lower,No,No,No,No,No,No,No,No,No,,No,No,,,,,,,,,,,,,,Don’t know,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,,No,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Very comfortable,No,No,No,No,No,No,No,No,No,"$25,000 to $29,999",No,No,No,No,,Roughly the same amount each month,,Less than your income,About the same,About the same,Little or no effect,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,Does not apply (do not have bill),Does not apply (do not have bill),Does not apply (do not have bill),Does not apply (do not have bill),Under $100,Not at all,Not at all,Not at all,Never,Never,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,High school degree or GED,59,55-64,45–59,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Female,3,A one-family house detached from any other house,"$25,000 to $49,999",Widowed,Metro,West,Mountain,Owned or being bought by you or someone in your household,az,0,3,Other (Please specify),"Health Care (including Elder Care, Home Health Care)",Non-profit organization including tax exempt and charitable organizations,No,Very good,I make all or  most of the decisions,"Under $50,000",Good,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,3,Hispanic,"$25,000–$49,999",High school degree or GED,No,Yes,
6015,6088.0,,15028.8769,51843.764,No,No,No,Yes,No,,,,,,Living comfortably,Somewhat better off,,,,,,No,No,No,Yes,No,Good,Good,,Not a concern,Minor concern,Not a concern,Minor concern,Not a concern,Minor concern,Not a concern,,,,,,,,,,,,,,,Yes,Yes,,,No,No,No,Several days per week,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Never,Sometimes,Normally work the same hours,No,,Not that likely,No,No,Yes,No,No,No,,,,,,,,Somewhat confident,,,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home free and clear (without a mortgage or loan),Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,,Very dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,No,,,,,,Much higher,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,Associate degree,No,,,Health,No,,,,,Yes,No,No,No,No,No,,No,,No,No,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Mostly comfortable,No,No,No,Yes,No,No,No,No,No,"$75,000 to $99,999",No,No,No,No,,Roughly the same amount each month,,Less than your income,Increased,Increased,Somewhat worse,No,Yes,Yes,No,Yes,Yes,,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Somewhat,Very well,Completely,Sometimes,Rarely,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,Yes,"$5,000 or higher",No,Yes,No,No,No,No,No,Certificate or technical degree,64,55-64,60+,Some college or Associate's degree,Some college or Associate's degree,Working full-time,Hispanic,Male,2,A one-family house detached from any other house,"$75,000 to $99,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,2,"Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, veterinarian, pharmacist)","Health Care (including Elder Care, Home Health Care)",Private-for-profit company,Yes,Very good,I make all or  most of the decisions,,Excellent,Only English,White,"Yes, Mexican, Mexican-American, Chicano",Something else,Yes,,No,No,No,No,No,2,Hispanic,"$50,000–$99,999",Some college/technical or associates degree,Yes,Yes,Private for-profit
6025,,,19802.6216,,Yes,Yes,No,No,No,,,,3,3 to 5,Doing okay,About the same,,,,,,,,,,,Good,Good,No,,,,,,,,,Yes,20 to 39 hours,850.0,No,No,No,No,No,No,Yes,,,My spouse/partner and I equally share caretaking responsibilities,No,,,,,,,,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Sometimes,Often,Normally work the same hours,No,All,Very likely,No,No,Yes,Yes,No,No,,,,,,,,Very confident,Yes,Yes,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,3000.0,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,No,No,No,,,Master’s degree,No,,,Business / management,No,,,,,Yes,No,Yes,Yes,No,Yes,No,No,,No,Yes,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Not comfortable,No,No,No,No,No,No,No,No,No,"$150,000 to $199,999",No,No,No,No,No,Roughly the same amount each month,,Less than your income,Increased,About the same,Little or no effect,No,No,No,No,No,No,,Yes,,Yes,Yes,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Somewhat,Somewhat,Somewhat,Sometimes,Rarely,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Graduate degree,40,35-44,30–44,Master’s degree or higher,Bachelor's degree or higher,Working full-time,Hispanic,Male,5,A one-family house detached from any other house,"$150,000 or more",Now married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,ny,3,2,"Arts, Design, Entertainment, Sports, and Media","Arts, Entertainment, and Recreation",Non-profit organization including tax exempt and charitable organizations,No,Good,Another household member and I share in the decisions,"$100,000 - $249,999",Good,Only English,White,"Yes, Puerto Rican","Straight, that is, not gay",Yes,,No,No,No,No,No,5,Hispanic,"$100,000 or more",Bachelor's degree or more,No,Yes,Private nonprofit
6028,,,20312.5499,,Yes,No,No,No,No,,,,,,Finding it difficult to get by,Much worse off,Yes,Yes,Yes,No,No,,,,,,Poor,Poor,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Sometimes,Sometimes,Normally work the same hours,Yes,All,Very likely,No,Yes,No,Yes,No,No,,,,,,,,Not confident,No,,Yes,,No,No,Yes,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,No,Yes,No,No,Yes,No,2023,,,,,,,,,,1250.0,No,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,No,,,,,,Somewhat higher,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,Somewhat confident,Yes,Yes,No,No,No,No,Yes,,Yes,No,Yes,Yes,,,,,Yes,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,Bachelor’s degree,No,,,Computer / information sciences,No,,,,,Yes,No,Yes,Yes,No,No,Yes,No,,No,No,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Very comfortable,No,No,Yes,Yes,No,No,No,No,No,"$150,000 to $199,999",No,No,No,No,,Roughly the same amount each month,,More than your income,About the same,Increased,Much worse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Completely,Completely,Completely,Rarely,Always,"Enough, but not always the kinds of food we wanted to eat",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"$1,000 to $1,999",Yes,Yes,No,No,No,No,No,Bachelor’s degree,40,35-44,30–44,Bachelor's degree,Bachelor's degree or higher,Working full-time,Hispanic,Male,2,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,tx,0,2,Computer and Mathematical,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",Private-for-profit company,No,Very good,I make all or  most of the decisions,,Excellent,Only English,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,2,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,No,Public
